En el segundo filtro se busca obtener solo los miembros que permitan al menos 5 huespedes
,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1151,593512599392421035,https://www.airbnb.com/rooms/593512599392421035,20240923134023,2024-09-23,city scrape,Redland Suites - Apartment 1,"This spacious 3-bedroom high spec apartment sleeps 8 guests comfortably.<br /><br />A gorgeous fully equipped kitchen and 3 luxury bathrooms complete with waterfall showers and freestanding bath are some of the stand out features. <br /><br />All of the high-end furniture has been selected with your comfort in mind and you have exclusive access to a beautiful courtyard garden as well as 2 off street car parking spaces. <br />A stones throw from the ever popular Whiteladies road, this unique property ticks every box","Tucked in a quiet side street just off the bustling Whiteladies road this apartment is perfectly set for relaxing and exploring.<br /><br />Whiteladies road is home to an array of bars and restaurants such as:<br />The Spiny Lobster<br />Pizza Workshop<br />Bosco Pizzeria<br />Clifton Thai<br />Alter ego<br />Pasta loco<br />Bravas<br />Kings arms  To name a few<br /><br />Clifton downs are just a short walk up whiteladies road where you can take scenic walks and attend a variety of organised festivals and events throughout the year. <br />A short walk down Whiteladies road and you will come to The Clifton Triangle. Here there are many more shops bars and restaurants as well as Bristol University and Bristol Royal infirmary, from here you can walk down Bristol's most famous street - Park street and take in the views of the centre and the Christmas lights if you're lucky enough to be visiting in December!<br />The bottom of park street leads you to Bristol's iconic waterfront area.",https://a0.muscache.com/pictures/miso/Hosting-593512599392421035/original/fda5a214-a27f-4919-8197-c9124aab34f8.jpeg,236481623,https://www.airbnb.com/users/show/236481623,Mairead June,2019-01-14,"Bristol, United Kingdom","Bespoke Cultural Escapes (BCE)

We are a professional serviced accommodation superhost with properties in Bristol and Bath. 

We specialise in providing great accommodation for leisure stays, business and contractor stays as well as relocation stays.

Looking for a place to stay in Bristol, Bath or North Somerset? Book with us! 

Our team will be more than happy to help you :)

Check out our Insta - @airbnb_bce",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-236481623/original/9594bf09-9f1c-438b-a5e3-4d43dfdaf3a0.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-236481623/original/9594bf09-9f1c-438b-a5e3-4d43dfdaf3a0.png?aki_policy=profile_x_medium,,52,71,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,,51.46912,-2.6101,Entire condo,Entire home/apt,8,3.0,3 baths,3.0,5.0,"[""Crib - available upon request"", ""Books and reading material"", ""Free washer \u2013 In building"", ""Private patio or balcony"", ""Dining table"", ""Dishwasher"", ""Coffee maker: french press, Nespresso"", ""Portable fans"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Free driveway parking on premises \u2013 2 spaces"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Single level home"", ""Double oven"", ""Outdoor furniture"", ""Refrigerator"", ""TV"", ""Drying rack for clothing"", ""Blender"", ""Shower gel"", ""EV charger"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Keypad"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib - available upon request"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Self check-in"", ""Cleaning products"", ""High chair - available upon request"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Electric stove"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$189.00,2,1125,2.0,2.0,2.0,1125.0,2.0,934.3,,t,19,35,61,318,2024-09-23,87,34,1,2022-04-18,2024-08-25,4.99,4.95,4.94,5.0,4.95,4.94,4.89,,t,46,46,0,0,2.93
1157,598215965795976276,https://www.airbnb.com/rooms/598215965795976276,20240923134023,2024-09-23,previous scrape,Comfortable 4 bedroom house in great location,Bring the whole family to this great place with lots of room for fun and excellent base for exploring Bristol and local beaches,"Prime location of Bristol with supermarkets, independent shops and cafes nearby within walking distance.  Sought after area very family friendly",https://a0.muscache.com/pictures/59c19845-8de2-4d38-b0b2-b78627ef5a00.jpg,25336339,https://www.airbnb.com/users/show/25336339,Sharifa,2014-12-29,"Bristol, United Kingdom","We are easy going, open minded people who love seeking new challenges and adventures.  ",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/6dde9623-5b05-4a32-92da-b6ade2f38615.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6dde9623-5b05-4a32-92da-b6ade2f38615.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Redland,,51.48126,-2.60414,Entire home,Entire home/apt,6,,3 baths,4.0,,"[""Coffee maker"", ""Indoor fireplace"", ""Kitchen"", ""Garden view"", ""Washer"", ""TV"", ""Patio or balcony"", ""Pack \u2019n play/Travel crib"", ""Smoke alarm"", ""Children\u2019s books and toys"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Dryer"", ""Backyard"", ""BBQ grill"", ""Wifi"", ""Dishes and silverware"", ""Heating""]",,2,14,2.0,2.0,14.0,14.0,2.0,14.0,,t,29,59,89,269,2024-09-23,1,0,0,2023-05-29,2023-05-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.06
1161,600494090477460015,https://www.airbnb.com/rooms/600494090477460015,20240923134023,2024-09-23,city scrape,Large cosy home🏡 + Parking 🚙+ Great location 👍,"Large spacious house<br /><br />Centrally located. <br /><br />🏡 Large rooms<br />🍴 Full kitchen<br />📺 Netflix tv<br />♥️ Central location<br />🥞 Bars, cafes and resturants at your door step<br />🚙 Free parking<br /><br />Now available for long term stays.",,https://a0.muscache.com/pictures/b0c541de-caac-42b2-9a9f-616524dbc280.jpg,251463576,https://www.airbnb.com/users/show/251463576,Remi Martins,2019-03-27,,"Providing you with cheerful, relaxing stays all year around.
Hope you enjoy your stay. ",within a day,69%,55%,f,https://a0.muscache.com/im/pictures/user/b113667f-130c-4c39-b73c-043e03c8f91d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b113667f-130c-4c39-b73c-043e03c8f91d.jpg?aki_policy=profile_x_medium,,3,16,"['email', 'phone']",t,t,,Southville,,51.44157,-2.61321,Entire home,Entire home/apt,8,1.0,1 bath,3.0,6.0,"[""Oven"", ""Dining table"", ""Laundromat nearby"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Exterior security cameras on property"", ""Wine glasses"", ""Paid parking off premises"", ""Bed linens"", ""Kitchen"", ""Hair dryer"", ""Refrigerator"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""HDTV"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$245.00,7,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,28,35,35,35,2024-09-23,21,18,1,2022-07-10,2024-08-26,4.81,4.57,4.81,4.9,4.95,4.81,4.76,,f,2,2,0,0,0.78
1164,602130109216066757,https://www.airbnb.com/rooms/602130109216066757,20240923134023,2024-09-23,city scrape,★Gated Private Bristol 2 Bd Coach House & Parking★,"Take it easy at this unique and tranquil getaway. An entire modern coach house where you share no adjoining walls with any neighbors. Completely relax and enjoy the privacy of the whole space. Located just off the famous Gloucester Road the longest road of independent shops in the UK. <br /> ★Smart TV Netflix, On-Demand<br />★Fully equipped Kitchen<br />★Sleep Max 5 (1xDouble Bed,1x Single Bed & 1x Comfy Double Sofabed)<br />★Tesco Nearby (2 minute walk)<br />★3 miles both the Bristol Zoo & Bristol Museum Art Gallery",Located just off the famous Gloucester Road the longest road of independent shops in the UK. <br />The property itself is set in a residential newbuild estate.,https://a0.muscache.com/pictures/miso/Hosting-602130109216066757/original/0dc41454-4c7f-4bb2-9454-b18c7cea49fd.jpeg,452246067,https://www.airbnb.com/users/show/452246067,Prime,2022-04-01,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/8befe3cc-0d49-4910-8ecb-568228fc9c59.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8befe3cc-0d49-4910-8ecb-568228fc9c59.jpg?aki_policy=profile_x_medium,,5,7,"['email', 'phone']",t,t,Neighborhood highlights,Horfield,,51.4964,-2.57384,Entire rental unit,Entire home/apt,5,1.0,1 bath,2.0,2.0,"[""Cleaning available during stay"", ""Dishwasher"", ""Hot water"", ""Coffee maker"", ""Changing table"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""High chair"", ""Single level home"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Courtyard view"", ""Iron"", ""Lockbox"", ""42 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu"", ""Cooking basics"", ""First aid kit"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Dryer"", ""Crib"", ""Free parking on premises"", ""Self check-in"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating"", ""Microwave""]",$124.00,1,1125,1.0,4.0,1125.0,1125.0,3.7,1125.0,,t,30,60,90,365,2024-09-23,19,2,0,2022-04-15,2024-05-27,4.11,4.26,4.53,4.16,4.16,4.11,3.79,,t,1,1,0,0,0.64
1167,604125090481764269,https://www.airbnb.com/rooms/604125090481764269,20240923134023,2024-09-23,previous scrape,"Fab Family Home, Central & Peaceful","This is our family home that we live in but we welcome families and friendly people to enjoy our home when we're away! It is situated in a lovely centralise area of Bristol in Brislington/ St Annes, close to a bike path along the river to the centre of the city and we have a lovely local high street called Sandy Park with shops and amenities as well as great playgrounds, a fab pub, supermarket and woodland all within walking distance!",,https://a0.muscache.com/pictures/miso/Hosting-604125090481764269/original/14d41428-6304-41df-873f-f5c2091c6b9d.jpeg,173679643,https://www.airbnb.com/users/show/173679643,Antonia,2018-02-16,"England, United Kingdom",,within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/db1b7849-5427-43bc-8c78-931a920d8fa0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/db1b7849-5427-43bc-8c78-931a920d8fa0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Brislington West,,51.44302,-2.55492,Entire townhouse,Entire home/apt,6,,1.5 baths,3.0,,"[""Oven"", ""Books and reading material"", ""Free washer \u2013 In building"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Wine glasses"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""TV"", ""Drying rack for clothing"", ""Indoor fireplace: wood-burning"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Piano"", ""Fire pit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Pack \u2019n play/Travel crib - available upon request"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Free parking on premises"", ""Cleaning products"", ""Self check-in"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Heating""]",,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,t,0,0,0,0,2024-09-23,21,8,0,2022-07-10,2024-06-30,4.81,4.81,4.81,4.9,4.9,4.81,4.43,,f,1,1,0,0,0.78
1170,606425809389278712,https://www.airbnb.com/rooms/606425809389278712,20240923134023,2024-09-23,city scrape,Spacious family home - lovely garden with parking,"Welcome to our spacious, comfortable and quiet 5 bedroom family home in Bristol. Off street parking, lovely garden and games room with climbing wall, pool table. Outdoor seating, BBQ and trampoline.<br /><br />Walking distance from Durdham Downs (1km), Clifton (1km) and Gloucester Road (0.5km) providing a range of shops, restaurants and many of Bristol's famous green spaces and landmarks.<br /><br />A great base for access to Bristol's centre and the many attractions nearby in Bath, Somerset, Cotswolds and beyond.","Located in Bishopston, a leafy residential area close to Bristol City Centre. Walking distance to Westbury Park (restaurants, cinema, delicatessens, shops and Waitrose supermarket) and Gloucester Road (alternative shops and great restaurants and pubs). Beautiful Clifton village with its boutique shops and restaurants close by.<br /><br />The house is also walking distance from Durdham Downs with views to Brunel's suspension bridge, Avon Gorge and out to the Bristol Channel.<br /><br />Bristol City centre with shops, galleries, museums and nightlife is a short drive, bus or taxi ride away.<br /><br />Mendip Hills and the Cotswolds within 45 minutes as well as lots of beautiful countryside locations for walks.<br /><br />Regional attractions Bath City Centre, Bristol Zoo, Wild Place, Longleat, The Wave (surfing lake), Cheddar Gorge, Wookey Hole and Chepstow Castle all within 1 hour drive time.",https://a0.muscache.com/pictures/miso/Hosting-606425809389278712/original/2a449ac8-3c79-4e76-b034-fd966f3b9d5f.jpeg,36526381,https://www.airbnb.com/users/show/36526381,Lucy,2015-06-23,"Bristol, United Kingdom",,within a few hours,100%,60%,f,https://a0.muscache.com/im/pictures/user/e421baac-5705-45a0-b8f2-85390adac701.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e421baac-5705-45a0-b8f2-85390adac701.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Redland,,51.47854,-2.60181,Entire home,Entire home/apt,8,2.5,2.5 baths,5.0,5.0,"[""Crib - available upon request"", ""Ping pong table"", ""Standalone high chair - available upon request"", ""Books and reading material"", ""Dining table"", ""Dishwasher"", ""Portable fans"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Indoor fireplace"", ""Trash compactor"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Outdoor furniture"", ""Garden view"", ""Pool table"", ""Refrigerator"", ""Drying rack for clothing"", ""Blender"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Exercise equipment"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Stainless steel double oven"", ""Carbon monoxide alarm"", ""City skyline view"", ""Private entrance"", ""Dedicated workspace"", ""Climbing wall"", ""Coffee"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Board games"", ""Self check-in"", ""Shared patio or balcony"", ""Hangers"", ""42 inch HDTV with Amazon Prime Video, Netflix, premium cable, Roku"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Wifi"", ""Ethernet connection"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]",$180.00,5,21,5.0,5.0,21.0,21.0,5.0,21.0,,t,0,0,30,30,2024-09-23,9,2,1,2022-08-05,2024-08-28,5.0,5.0,4.67,5.0,5.0,5.0,4.67,,f,1,1,0,0,0.35
1171,607658946480296642,https://www.airbnb.com/rooms/607658946480296642,20240923134023,2024-09-23,previous scrape,*New* Beautiful Grade-2-Listed Clifton Home,"A home away from home; a bright, airy and spacious house nestled into the residential streets just below the beautiful Clifton Downs. <br /><br />This 3-bed, Grade-2 listed cottage has been my oasis for the past 3 years - incredibly central and yet set apart from the bustle of the city. It's set in a little residential area with a local school, shops and extremely good coffee stops. <br /><br />The perfect spot for those wanting a calm landing after days out, or a longer-term Bristol base to call your own.","A stone's throw from Whiteladies Road, you'll be ideally located for the excellent local shopping and food, as well as tourist attractions such as the Clifton Suspension Bridge and the museum. Additionally, those visiting the University of Bristol would find the location very convenient.",https://a0.muscache.com/pictures/miso/Hosting-607658946480296642/original/f762a420-ae7d-458e-a684-4a2fa5886264.jpeg,76074723,https://www.airbnb.com/users/show/76074723,Dave,2016-06-06,"Bristol, United Kingdom","STR manager/ co-host from Bristol, UK. I manage a variety of different types of listings across Bristol and Bath, and believe an attentive, personal touch is what makes for an unforgettable stay. I love meeting new members of the Airbnb community as they pass through my city, or as I pass through theirs! ",,,,f,https://a0.muscache.com/im/pictures/user/54d8737a-99a8-485c-b40d-3273368cde68.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54d8737a-99a8-485c-b40d-3273368cde68.jpg?aki_policy=profile_x_medium,,18,26,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,,51.46824,-2.61583,Entire home,Entire home/apt,5,,1.5 baths,3.0,,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Dishwasher"", ""Portable fans"", ""Stove"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker: french press"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Outdoor furniture"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Iron"", ""Private backyard"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Dryer"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Heating""]",,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2024-09-23,21,2,0,2022-09-11,2023-10-01,4.9,4.86,4.76,5.0,4.95,4.95,4.81,,f,12,8,4,0,0.85
1180,613714069713587584,https://www.airbnb.com/rooms/613714069713587584,20240923134023,2024-09-23,previous scrape,Characterful 3-bedroom townhouse with patio garden,"Welcome to our peaceful home, just 5-10 minutes from Clifton village and the harbour.<br />The house sleeps 6 with 2 double bedrooms and 1 twin (bunk beds), with option of travel cot.<br />Other amenities: kitchen, sitting room, dining room, family bathroom, en-suite for loft bedroom, washing machine, sunny patio garden, wi-fi.<br />Price reflects this is a family house and we ask that you feed our friendly cat (animal lovers we'd love to hear from you!) <br />For more info, do get in touch.","Our neighbourhood is a quiet backwater of Clifton, close to Bristol harbour and close to Clifton village, with its lively scene of independent shops, bars and restaurants, and the impressive suspension bridge.",https://a0.muscache.com/pictures/miso/Hosting-613714069713587584/original/1fc1cb56-f364-41ec-a318-ca55e8b6f25d.jpeg,8494147,https://www.airbnb.com/users/show/8494147,Jheni,2013-08-28,"Bristol, United Kingdom",From UK,,,,f,https://a0.muscache.com/im/pictures/user/4c349248-16da-4fda-954e-95b8833c5efa.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4c349248-16da-4fda-954e-95b8833c5efa.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,Neighborhood highlights,Clifton,,51.45063,-2.61933,Entire townhouse,Entire home/apt,6,,2 baths,3.0,,"[""Kitchen"", ""Washer"", ""TV"", ""Host greets you"", ""Wifi"", ""Paid parking on premises"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm""]",,3,31,3.0,3.0,31.0,31.0,3.0,31.0,,t,0,0,0,0,2024-09-23,2,0,0,2022-08-14,2022-08-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.08
1186,616032814163632500,https://www.airbnb.com/rooms/616032814163632500,20240923134023,2024-09-23,city scrape,"Cozy!! Newly refurbished 2-bed Apt, Bristol, UK","Forget your worries in this spacious and serene space.<br /><br />This new to the market 2-bedroom ground-floor apartment is only 8 - 10 minutes drive from Bristol city centre. The apartment is located in a quiet area in Speedwell, only 5-6 minutes drive to high street shops in Fishponds.<br /><br />Sleeps up to 6 guests<br />4 single beds with excellent quality spring mattress <br />1 large sofa bed<br />Fully equipped kitchen<br />Smart TV<br />Free Wi-Fi<br />Professionally cleaned<br />Fresh linen and Towels provided <br />Free parking",,https://a0.muscache.com/pictures/70f49d1d-63a6-4156-99d0-ab07a8c53643.jpg,311765902,https://www.airbnb.com/users/show/311765902,Lloyd,2019-11-24,"Cardiff, United Kingdom",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-311765902/original/6a25eb25-9b25-48fb-bcbe-5b6eff2d87ae.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-311765902/original/6a25eb25-9b25-48fb-bcbe-5b6eff2d87ae.jpeg?aki_policy=profile_x_medium,,6,9,"['email', 'phone']",t,t,,Eastville,,51.466896,-2.530182,Entire condo,Entire home/apt,6,1.5,1.5 baths,2.0,5.0,"[""Books and reading material"", ""Dining table"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Hot water"", ""Exterior security cameras on property"", ""46 inch HDTV with Amazon Prime Video, Netflix"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""Shampoo"", ""Clothing storage: closet and dresser"", ""Drying rack for clothing"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Private entrance"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Stainless steel gas stove"", ""Cleaning products"", ""Free parking on premises"", ""Self check-in"", ""Baking sheet"", ""Hangers"", ""Wifi"", ""Kenwood  refrigerator"", ""Essentials"", ""Beko  oven"", ""Board games"", ""High chair"", ""Dishes and silverware"", ""Microwave""]",$168.00,2,1125,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,24,50,80,352,2024-09-23,24,10,1,2022-05-22,2024-08-28,4.92,4.92,4.88,4.83,5.0,4.54,4.83,,t,4,4,0,0,0.84
1210,627508390688903962,https://www.airbnb.com/rooms/627508390688903962,20240923134023,2024-09-23,previous scrape,3 bedroom house in vibrant Easton,Bring the whole family to this great place with lots of room for fun.<br />It is situated in the multicultural and vibrant community of Easton with its brillinat street art and the bohemian vibes contributing to  this friendly neighbourhood. Voted as one of the coolest places by TimeOut magazine it has something to offer everyone. It is a 5 minute walk away from the 3rd coolest street in the UK by the national 2020 Urbanism Awards.,,https://a0.muscache.com/pictures/miso/Hosting-627508390688903962/original/4a210848-250f-473e-a6e1-078873113741.jpeg,31279172,https://www.airbnb.com/users/show/31279172,Paul,2015-04-15,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/86a4c972-8b22-4871-9c96-e190cda9037a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/86a4c972-8b22-4871-9c96-e190cda9037a.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,,Easton,,51.46617,-2.55794,Entire home,Entire home/apt,5,,1 bath,3.0,,"[""Oven"", ""Books and reading material"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Portable fans"", ""Freezer"", ""Stove"", ""Hot water"", ""Wine glasses"", ""32 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Baby bath"", ""Outdoor furniture"", ""Refrigerator"", ""Drying rack for clothing"", ""Indoor fireplace: wood-burning"", ""Blender"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Iron"", ""Window guards"", ""Baby safety gates"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Children\u2019s books and toys"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Pack \u2019n play/Travel crib - available upon request"", ""Host greets you"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Fast wifi \u2013 176 Mbps"", ""Private BBQ grill: gas"", ""Central heating"", ""Cleaning products"", ""Fire extinguisher"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Coffee maker: espresso machine"", ""Ethernet connection"", ""Essentials"", ""Rice maker"", ""Hot water kettle"", ""High chair"", ""Dishes and silverware"", ""Microwave""]",,4,30,4.0,4.0,30.0,30.0,4.0,30.0,,t,0,0,0,0,2024-09-23,1,0,0,2022-08-14,2022-08-14,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.04
1213,628792868525389158,https://www.airbnb.com/rooms/628792868525389158,20240923134023,2024-09-23,city scrape,Victorian Factory Apartment with 2 Bedrooms,This unique place has a style all its own.<br />The Robinson building is an old paper bag factory in the heart of Bristol which has been converted into bright and modern apartments. Featuring high ceilings and windows as well as thick brick walls you really feel as though you are living in a part of local history.<br />Situated in the vibrant Bedminster and Southville areas there is plenty to see and do on your doorstep and the center of town and harbourside are just a short walk away.,,https://a0.muscache.com/pictures/miso/Hosting-628792868525389158/original/20965232-d708-4e4e-a2c6-797593fa20eb.jpeg,181924088,https://www.airbnb.com/users/show/181924088,Guy,2018-04-02,"Bath, United Kingdom",A small family run business. Pride ourselves on being polite and friendly. Customer focused to support in anyway we can. We look forward to you staying with us and appreciate you coming back again and again. ,within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/a6ab5d7a-18a1-45e2-8bb3-28f561522adb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a6ab5d7a-18a1-45e2-8bb3-28f561522adb.jpg?aki_policy=profile_x_medium,,6,8,"['phone', 'work_email']",t,t,,Southville,,51.43901,-2.59926,Entire serviced apartment,Entire home/apt,5,1.0,1 bath,2.0,3.0,"[""Heating"", ""Kitchen"", ""Lockbox"", ""Crib"", ""Self check-in"", ""Cooking basics"", ""Refrigerator"", ""Dishes and silverware"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""40 inch HDTV"", ""Free washer \u2013 In unit"", ""Carbon monoxide alarm"", ""City skyline view"", ""Smoke alarm""]",$136.00,1,365,1.0,10.0,1125.0,1125.0,2.7,1125.0,,t,19,21,21,79,2024-09-23,11,4,0,2022-06-05,2024-06-05,4.09,4.45,4.09,4.36,4.45,4.82,4.27,,f,1,1,0,0,0.39
