En el segundo filtro se busca obtener solo los miembros que respondan dentro del mismo dia
,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1401,729595369935536886,https://www.airbnb.com/rooms/729595369935536886,20240923134023,2024-09-23,city scrape,Guest Room with Ensuite Bathroom,"Jane and Iain welcome you, we will meet you on arrival to ensure you have everything you need for your stay (arrangements made via What’s App the day before). We are a busy home, with a large friendly golden retriever, elderly spaniel and cat, you can do your own thing, or we can make suggestions based on our local knowledge. <br />A continental breakfast can also be offered for an additional price (£10 per person).",,https://a0.muscache.com/pictures/miso/Hosting-729595369935536886/original/b7692f41-5fd7-4055-888f-b48f8cd0fac5.jpeg,40812330,https://www.airbnb.com/users/show/40812330,Jane,2015-08-07,"England, United Kingdom","Therapist #counselling #craniosacraltherapy #pilates Lover of hip-hop, mum-dancing, hiking, golden retrievers and street art.",within a day,100%,77%,t,https://a0.muscache.com/im/pictures/user/567cd381-859a-4841-a1b8-4d24265ec22e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/567cd381-859a-4841-a1b8-4d24265ec22e.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Southville,,51.4420446,-2.6126613,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Host greets you"", ""Wifi"", ""First aid kit"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Smoke alarm""]",$85.00,1,183,1.0,1.0,183.0,183.0,1.0,183.0,,t,27,57,87,362,2024-09-23,22,15,1,2022-12-17,2024-09-15,5.0,5.0,5.0,4.95,4.95,5.0,4.91,,f,1,0,1,0,1.02
1412,737720118035595204,https://www.airbnb.com/rooms/737720118035595204,20240923134023,2024-09-23,city scrape,Double room city centre with private bathroom,"The apartment is situated in the heart of the city which is now a contrasting mix of modern developments against a backdrop of cobbled streets, historic buildings and interesting architecture which remains much the same as they were hundreds of years ago. The apartment which is a 5 minutes walk to Temple Meads Train Station enjoys an abundance of attractions on its doorstep including the Harbourside, Cabot Circus and Park Street which all have an eclectic range of shops, bars, and restaurants.",,https://a0.muscache.com/pictures/6d4d29a8-850d-4cd5-86ab-a426113c53a4.jpg,314174485,https://www.airbnb.com/users/show/314174485,Monica,2019-12-03,"Bristol, United Kingdom",,within a day,87%,23%,t,https://a0.muscache.com/im/pictures/user/970af68c-f1d4-4f5f-98bd-e00e49b4f0bb.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/970af68c-f1d4-4f5f-98bd-e00e49b4f0bb.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,,Central,,51.45074,-2.58915,Private room in condo,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Cleaning available during stay"", ""Books and reading material"", ""Dining table"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Coffee maker"", ""Paid parking on premises"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Refrigerator"", ""Drying rack for clothing"", ""Shower gel"", ""EV charger"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Body soap"", ""Clothing storage: closet"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Exercise equipment"", ""Host greets you"", ""Long term stays allowed"", ""Central heating"", ""Cleaning products"", ""Private hot tub"", ""Baking sheet"", ""Shared patio or balcony"", ""Hangers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Elevator""]",$78.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,22,52,82,357,2024-09-23,11,9,0,2023-05-29,2024-04-19,4.82,4.91,4.91,4.91,4.82,4.82,4.91,,f,2,0,2,0,0.68
1419,743898515021094973,https://www.airbnb.com/rooms/743898515021094973,20240923134023,2024-09-23,city scrape,Cosy 3-bedroom family home with woodburner,"Enjoy the cosy comforts of our family home in the suburbs of the vibrant city of Bristol. Make meals in the kitchen diner, curl up in front of the woodburner & snuggle the kids down in the bunk beds. Bright, quiet, friendly neighborhood, only a short ride/drive from the city centre and super close to the historic city of Bath. Please be aware that our family cat Reg will be resident during your stay & that when we are in residence our house is also home to our Labrador.","We love living here because it's a quiet, friendly, safe place with lots of families in the area. There are regular buses into the centre of Bristol and also to Bath. We're close to the A4 and you can get out of the city quite easily and quickly into the beautiful surrounding countryside.",https://a0.muscache.com/pictures/miso/Hosting-743898515021094973/original/43a87d73-d5b9-4e07-95b9-fece4dbb25da.jpeg,30628167,https://www.airbnb.com/users/show/30628167,Rebecca,2015-04-05,"Bristol, United Kingdom","Freelance writer and writing coach, wife, sister, mum of two",within a day,50%,29%,f,https://a0.muscache.com/im/users/30628167/profile_pic/1428231039/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/30628167/profile_pic/1428231039/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Brislington East,,51.43678020000001,-2.5508728,Entire home,Entire home/apt,6,1.5,1.5 baths,3.0,4.0,"[""Oven"", ""Laundromat nearby"", ""Dishwasher"", ""Freezer"", ""Wine glasses"", ""Bed linens"", ""Pets allowed"", ""Kitchen"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Indoor fireplace: wood-burning"", ""Smoke alarm"", ""Iron"", ""Private backyard"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Keypad"", ""Carbon monoxide alarm"", ""Bread maker"", ""Coffee"", ""Dryer"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]",$104.00,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,t,0,2,2,164,2024-09-23,7,2,0,2022-12-26,2024-08-17,4.86,5.0,4.29,4.86,5.0,5.0,4.29,,f,1,1,0,0,0.33
1427,748900321811127006,https://www.airbnb.com/rooms/748900321811127006,20240923134023,2024-09-23,city scrape,"Contemporary luxurious home, fabulous location","Enjoy your stay at this beautiful architecturally designed home. Large open spaces, modern open plan living, fire for cosy nights. The master is a huge space with views across Bristol with a modern en suite. The other doubles are also light and open with one other en suite. A large main bathroom. Private electric gates and private driveway for 4 cars. Front and back garden all within walking distance of the Downs and Clifton village",,https://a0.muscache.com/pictures/miso/Hosting-748900321811127006/original/bc826dfd-9bd9-402b-86b3-2da6efa0e1c3.jpeg,130398035,https://www.airbnb.com/users/show/130398035,Tammy,2017-05-15,"England, United Kingdom","Having travelled extensively over the years I have settled in Bristol in a beautiful
Location on Sneyd Park. Close to nature but walking distance to Clifton",within a day,100%,29%,f,https://a0.muscache.com/im/pictures/user/57a10d31-cf66-4aa9-bf03-977d429ce1da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/57a10d31-cf66-4aa9-bf03-977d429ce1da.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Stoke Bishop,,51.47475,-2.63973,Entire home,Entire home/apt,8,3.0,3 baths,4.0,4.0,"[""Kitchen"", ""Dryer"", ""Free parking on premises"", ""Washer"", ""TV"", ""Hot water"", ""BBQ grill"", ""Wifi"", ""Outdoor dining area"", ""Indoor fireplace"", ""Host greets you"", ""Carbon monoxide alarm"", ""City skyline view"", ""Smoke alarm""]",$714.00,2,365,2.0,2.0,365.0,365.0,2.0,365.0,,t,30,60,90,365,2024-09-23,2,2,0,2023-12-15,2024-06-02,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,1,1,0,0,0.21
1433,751892504270005346,https://www.airbnb.com/rooms/751892504270005346,20240923134023,2024-09-23,previous scrape,"Luxury Clifton home, Secure Parking & Garden","Beautiful, light, and spacious Clifton townhouse, in the perfect location for a Bristol escape. Just a short stroll from local highlights - Clifton Village, Whiteladies Road, the Bristol Downs, and the Harbourside. <br /><br />A newly decorated and stylish home, ideal for family getaways or holidays with friends. <br /><br />Newly landscaped, private garden with luxury seating, fire pit, and garden games. A real sun trap, and an incredibly rare find for a Clifton home, along with one generous secure parking space.",Whiteladies Road - 3 minute walk<br />Clifton Down Shopping Centre - 3 minute walk<br />Clifton Down Train Station - 4 minute walk<br />Clifton Village - 10 minute walk<br />The Downs - 12 minute walk<br />Clifton Suspension Bridge - 15 minute walk<br />Harbourside - 30 minute walk,https://a0.muscache.com/pictures/miso/Hosting-751892504270005346/original/6102d678-fac5-4026-ba85-c98629679f3b.jpeg,28973233,https://www.airbnb.com/users/show/28973233,Victoria,2015-03-08,"Bristol, United Kingdom",I am a Doctor currently living in Clifton. I trained in Bristol but then moved around the country with work. I have been back in the area for the last 4 years so know the area both as a Student and as a Professional.  ,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/d1fc717f-0b0c-4a22-afe5-9e2b4d9602ae.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d1fc717f-0b0c-4a22-afe5-9e2b4d9602ae.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,Neighborhood highlights,Clifton Down,,51.46193,-2.61357,Entire home,Entire home/apt,6,,3.5 baths,4.0,,"[""Table corner guards"", ""Oven"", ""Books and reading material"", ""Private patio or balcony"", ""Dining table"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Dishwasher"", ""Laundromat nearby"", ""Portable fans"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Crib - always at the listing"", ""Changing table"", ""Outlet covers"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Conditioner"", ""TV with premium cable, Amazon Prime Video, Netflix"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Baby bath"", ""Refrigerator"", ""Drying rack for clothing"", ""Blender"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet"", ""Children\u2019s dinnerware"", ""Iron"", ""Window guards"", ""Fire pit"", ""Lockbox"", ""Baby safety gates"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Babysitter recommendations"", ""Exercise equipment: free weights, yoga mat"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Children's playroom"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Free parking on premises"", ""Cleaning products"", ""Board games"", ""Self check-in"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Electric stove"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Standalone high chair - always at the listing"", ""Microwave""]",,2,28,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2024-09-23,25,7,0,2022-12-29,2024-08-04,4.96,4.96,5.0,4.96,5.0,4.96,4.76,,f,1,1,0,0,1.18
1449,765249654853574895,https://www.airbnb.com/rooms/765249654853574895,20240923134023,2024-09-23,city scrape,"Spacious 2 bed, parking, late checkout, garden","Discover a modern maisonette with 2 double bedrooms, a spacious living area, and a beautiful garden terrace. Explore Bristol's vibrant Gloucester Road and charming villages nearby. Free parking available. Perfect for your stay!","Kingsdown Parade in Bristol, UK, is a charming and sought-after neighborhood that offers a unique blend of tranquility and vibrant city life. The area has a distinct village feel, with tree-lined streets, historic architecture, and a welcoming community atmosphere.<br /><br />Located centrally, Kingsdown Parade enjoys excellent connectivity to various parts of Bristol. Within a short walking distance, you'll find the lively Stokes Croft and Gloucester Road, known for their eclectic mix of independent shops, cafes, bars, and restaurants.<br /><br />For those seeking green spaces, the neighborhood is close to beautiful parks and gardens, offering ideal spots for relaxation and outdoor activities. Additionally, the Bristol Royal Infirmary and the University of Bristol are conveniently nearby, making Kingsdown Parade a popular choice for medical professionals, academics, and students.<br /><br />Whether you're looking to explore the cultural scene, experience the local cuisine, or simply e",https://a0.muscache.com/pictures/miso/Hosting-765249654853574895/original/fa6ddbb9-0859-4ec7-bd77-3481464eb8a1.jpeg,407658048,https://www.airbnb.com/users/show/407658048,Sebastian,2021-06-17,,,within a day,100%,86%,f,https://a0.muscache.com/im/pictures/user/User-407658048/original/5b320088-0f5d-4a73-b307-fe033a214f9f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-407658048/original/5b320088-0f5d-4a73-b307-fe033a214f9f.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,Neighborhood highlights,Cotham,,51.46419,-2.59476,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Cleaning available during stay"", ""Oven"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Wine glasses"", ""Hot water"", ""Paid parking off premises"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Outdoor furniture"", ""32 inch TV"", ""Garden view"", ""Refrigerator"", ""Washer"", ""Drying rack for clothing"", ""Safe"", ""Shower gel"", ""Smoke alarm"", ""Body soap"", ""Free parking on premises \u2013 1 space"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Fast wifi \u2013 492 Mbps"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Clothing storage"", ""Dryer"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Electric stove"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]",$150.00,2,60,2.0,4.0,60.0,60.0,2.0,60.0,,t,5,5,5,5,2024-09-23,11,3,1,2022-11-23,2024-09-11,4.82,4.82,4.82,5.0,5.0,4.91,4.64,,f,1,1,0,0,0.49
1464,770932725762275376,https://www.airbnb.com/rooms/770932725762275376,20240923134023,2024-09-23,city scrape,A very clean quiet house  .,Forget your worries in this spacious and serene space.,,https://a0.muscache.com/pictures/miso/Hosting-770932725762275376/original/67373800-47ce-413f-82b7-bc0c55197690.jpeg,156809686,https://www.airbnb.com/users/show/156809686,Adriana,2017-10-30,"England, United Kingdom",Hi I am Adri,within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/422e9856-cb13-4a2b-b806-4e14749ddb10.jpg?aki_policy=profile_x_medium,,3,7,"['email', 'phone']",t,t,,Eastville,,51.47425,-2.5571,Private room in home,Private room,1,1.5,1.5 shared baths,1.0,1.0,"[""Kitchen"", ""Lock on bedroom door"", ""Washer"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm""]",$35.00,2,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,29,2024-09-23,2,0,0,2022-12-05,2023-05-28,3.5,3.0,3.5,3.5,3.5,3.0,2.5,,t,3,1,2,0,0.09
1482,786969541879406066,https://www.airbnb.com/rooms/786969541879406066,20240923134023,2024-09-23,previous scrape,Cosy one bed flat in St George,"You'll have a lovely time staying in this cosy one bedroom flat which is kitted out with all the necessary amenities for both short and long stays. Situated right on the high street and a lovely local park, the flat is in the perfect place for grocery shopping and enjoying greenery. Right in the heart of East Bristol, the flat also has excellent transport links straight to Bristol city centre.",,https://a0.muscache.com/pictures/miso/Hosting-786969541879406066/original/31bf6273-10ef-405c-9f68-d56cc9d2148e.jpeg,47830738,https://www.airbnb.com/users/show/47830738,Helena,2015-10-31,"Bristol, United Kingdom","I am a well-traveled person in my 30s. I like books, theatre, eating out and cycling. I like to explore the areas I visit, experiencing the culture and the food! I am a very easygoing guest, happy to discover things independently as well as spending time with my hosts. I have also recently started hosting in my home city of Bristol. ",within a day,100%,72%,f,https://a0.muscache.com/im/pictures/user/4afec42d-9203-4037-9496-ce44cbe39c17.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4afec42d-9203-4037-9496-ce44cbe39c17.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,St George West,,51.46037,-2.54778,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Oven"", ""Dishwasher"", ""Portable fans"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Clothing storage: closet and dresser"", ""Refrigerator"", ""TV"", ""Drying rack for clothing"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Iron"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Bikes"", ""Host greets you"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Electric stove"", ""Wifi"", ""Rice maker"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Microwave""]",,28,90,28.0,28.0,90.0,90.0,28.0,90.0,,t,0,0,0,22,2024-09-23,13,9,1,2023-02-12,2024-08-31,4.92,5.0,4.92,5.0,5.0,4.69,5.0,,f,1,1,0,0,0.66
1491,794948879908620963,https://www.airbnb.com/rooms/794948879908620963,20240923134023,2024-09-23,city scrape,Cosy room with front garden view,"Kick back and relax in this calm, stylish space in Henbury. The property is newly refurbished providing everything you might need for your stay. The house is closed to the main street shops, good public transport or free parking on the premises or around the streets. The room is yours and having your own small fridge but the kitchen and bathroom is shared. Plenty of storage in the kitchen, the garden is nice and big with garden furniture, if you smoke you can do it at this designated area.",,https://a0.muscache.com/pictures/c15ae384-2a39-47f1-9bfa-1cbafa7637a7.jpg,64796778,https://www.airbnb.com/users/show/64796778,Attila,2016-03-28,"Bristol, United Kingdom","Working as a nurse , love travelling and passionate to host other travelers. ",within a day,100%,79%,f,https://a0.muscache.com/im/pictures/user/f5735791-5b17-4c45-b31f-35bccde9d7d7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5735791-5b17-4c45-b31f-35bccde9d7d7.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Henbury & Brentry,,51.508,-2.61916,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Cleaning available during stay"", ""Oven"", ""32 inch HDTV with Amazon Prime Video, Netflix, Roku"", ""Dishwasher"", ""Freezer"", ""Hot water kettle"", ""Bed linens"", ""Hair dryer"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Garden view"", ""Refrigerator"", ""Washer"", ""Shower gel"", ""Mini fridge"", ""Smoke alarm"", ""Clothing storage: closet"", ""Iron"", ""Lock on bedroom door"", ""Toaster"", ""Cooking basics"", ""First aid kit"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Backyard"", ""Cleaning products"", ""Free parking on premises"", ""Hangers"", ""Sun loungers"", ""Wifi"", ""Essentials"", ""Shampoo"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]",$35.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,22,52,82,357,2024-09-23,17,1,0,2023-01-08,2024-05-06,4.35,4.59,4.65,4.76,4.65,4.53,4.41,,t,2,0,2,0,0.82
1506,801309910166326932,https://www.airbnb.com/rooms/801309910166326932,20240923134023,2024-09-23,city scrape,Peaceful Easton house,"Relax and reset in this peaceful house, just off the Bristol-Bath cycle path. <br /><br />Spacious and cosy, clean but very relaxed… this is somewhere you'll certainly feel at home! <br /><br />The house is in a peaceful block with gardens at the back: even insomniacs sleep very well here! <br /><br />Easton has loads to offer: cafes, <br />shops, pubs, parks - and we're only a stone's throw from the city centre.<br /><br />The house is recently renovated, over three floors - amazing view of the city from the top floor!","Easton is a lively neighbourhood with something always going on. We will leave you some notes on our recommendations of where to go. <br /><br />If you're visiting in the Spring-summer weekends, the cafe at the end of our road often has live music!",https://a0.muscache.com/pictures/miso/Hosting-801309910166326932/original/df4f8b64-0db5-4406-8889-ec6263646bde.jpeg,494585056,https://www.airbnb.com/users/show/494585056,Lucy,2023-01-06,,,within a day,100%,28%,f,https://a0.muscache.com/im/pictures/user/f57816c3-8060-4d92-9a23-e79dedcdf166.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f57816c3-8060-4d92-9a23-e79dedcdf166.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Easton,,51.46656,-2.55606,Entire home,Entire home/apt,4,1.5,1.5 baths,2.0,2.0,"[""Oven"", ""Private patio or balcony"", ""Dishwasher"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Outdoor furniture"", ""Baby bath"", ""Refrigerator"", ""Washer"", ""TV"", ""Drying rack for clothing"", ""Smoke alarm"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Outdoor dining area"", ""City skyline view"", ""Private entrance"", ""Dedicated workspace"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Heating""]",$125.00,2,365,2.0,3.0,365.0,365.0,2.0,365.0,,t,4,4,8,272,2024-09-23,8,3,0,2023-02-19,2024-05-27,5.0,5.0,5.0,5.0,5.0,4.75,4.63,,f,2,1,1,0,0.41
1519,810911340652841055,https://www.airbnb.com/rooms/810911340652841055,20240923134023,2024-09-23,city scrape,Clifton Village Garden Apartment,"A dream home in a dream location.<br /><br />The apartment is spacious, light and airy with a clean and calm aesthetic. Kitted out with everything you could possibly imagine including bike storage, office and a large garden area. <br /><br />Located right in the heart of Clifton Village, close to cafes and shops. Walking distance to Clifton Suspension Bridge, Clifton Downs and Ashton Court. You have everything you need right on your doorstep!","Located in the heart of Clifton Village, a leafy and beautiful part of Bristol. Very close and easy walking distance to shops, cafes, pubs and country walks.<br /><br />Clifton Suspension Bridge, The Clifton Observatory, Clifton Downs, Ashton Court, Leigh Woods and Bristol Harbourside are all within short distances from the apartment.",https://a0.muscache.com/pictures/miso/Hosting-810911340652841055/original/99452afe-f33c-4421-a027-1d14a9cc8e55.jpeg,124659955,https://www.airbnb.com/users/show/124659955,Eleanor,2017-04-07,"England, United Kingdom",,within a day,100%,90%,t,https://a0.muscache.com/im/pictures/user/fcdaa535-1d4c-4c44-a8a7-ae4368c175b7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdaa535-1d4c-4c44-a8a7-ae4368c175b7.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,Neighborhood highlights,Clifton,,51.45743,-2.61713,Entire condo,Entire home/apt,4,3.0,3 baths,2.0,2.0,"[""Cleaning available during stay"", ""Private patio or balcony"", ""Dining table"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Freezer"", ""Neff double oven"", ""Hot water"", ""Wine glasses"", ""Coffee maker"", ""Bed linens"", ""Hair dryer"", ""Sonos sound system"", ""Kitchen"", ""Single level home"", ""Outdoor furniture"", ""Garden view"", ""48 inch HDTV with Netflix"", ""Refrigerator"", ""Drying rack for clothing"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet"", ""Iron"", ""Paid street parking off premises"", ""Lockbox"", ""Bathtub"", ""Toaster"", ""Cooking basics"", ""Neff induction stove"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Coffee"", ""Long term stays allowed"", ""Central heating"", ""Self check-in"", ""Cleaning products"", ""Baking sheet"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Sun loungers"", ""Wifi"", ""Essentials"", ""Hot water kettle"", ""Dishes and silverware"", ""Microwave""]",$325.00,3,365,3.0,3.0,365.0,365.0,3.0,365.0,,t,0,0,0,175,2024-09-23,51,29,1,2023-02-25,2024-08-26,4.98,5.0,4.96,4.96,5.0,4.98,4.92,,f,3,3,0,0,2.65
1520,811366011292106024,https://www.airbnb.com/rooms/811366011292106024,20240923134023,2024-09-23,city scrape,5 stars for immaculately clean,warm and cozy house with plenty of space for 5 adults<br /><br />amazing kitchen with all amenities for a long or short stay<br /><br />Big fridge and freezer<br />washing machine<br />dishwasher<br /><br />very comfortable beds and soft bedding and towels<br /><br />you will enjoy the excellent WiFi and leather sofas to relax in or simply chose a book from our library <br /><br />property is quiet but well located for local restaurants and shops<br /><br />easy to access city and motorways<br /><br /> meticulously clean<br /><br />always upto date facilities<br /><br />Check Dingle Corner,peaceful and secure,https://a0.muscache.com/pictures/663fec0d-bdbe-4d9a-a2e7-122a80696fb6.jpg,421736626,https://www.airbnb.com/users/show/421736626,Angela,2021-09-05,"London, United Kingdom",,within a day,100%,40%,f,https://a0.muscache.com/im/pictures/user/e0295cd7-a7fd-4cc7-9c39-134c5b9f0b51.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e0295cd7-a7fd-4cc7-9c39-134c5b9f0b51.jpg?aki_policy=profile_x_medium,,2,5,"['email', 'phone']",t,t,Neighborhood highlights,Avonmouth & Lawrence Weston,,51.49593,-2.64523,Entire townhouse,Entire home/apt,5,1.0,1 bath,3.0,4.0,"[""Private outdoor kitchen"", ""Books and reading material"", ""Private patio or balcony"", ""Laundromat nearby"", ""Dishwasher"", ""Room-darkening shades"", ""Fast wifi \u2013 332 Mbps"", ""Freezer"", ""Hot water kettle"", ""Hot water"", ""Wine glasses"", ""Coffee maker: french press"", ""Bed linens"", ""Pets allowed"", ""Hair dryer"", ""Kitchen"", ""Sony sound system"", ""Outdoor furniture"", ""Washer"", ""TV"", ""Samsung refrigerator"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib"", ""Mini fridge"", ""Smoke alarm"", ""Iron"", ""Lockbox"", ""Bathtub"", ""Free street parking"", ""Toaster"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Outdoor dining area"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Carbon monoxide alarm"", ""Private entrance"", ""Dedicated workspace"", ""Long term stays allowed"", ""Central heating"", ""Crib"", ""Cleaning products"", ""Free parking on premises"", ""Self check-in"", ""Baking sheet"", ""Stainless steel oven"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""BBQ grill"", ""Electric stove"", ""Ethernet connection"", ""Essentials"", ""Board games"", ""Fire extinguisher"", ""Dishes and silverware"", ""Microwave""]",$250.00,7,90,7.0,7.0,90.0,90.0,7.0,90.0,,t,30,60,90,90,2024-09-23,0,0,0,,,,,,,,,,,f,1,1,0,0,
